Price,Close,High,Low,Open,Volume
2016-02-09,0.6217331886291504,0.6475879097548757,0.6049032187759965,0.607830190282038,425372000
2016-02-10,0.6202696561813354,0.6436852520070304,0.6168548951168834,0.62563575082068,335800000
2016-02-11,0.6170988082885742,0.6234405408266027,0.6044153432125172,0.6044153432125172,340144000
2016-02-12,0.6275871396064758,0.6288067305802454,0.6036836915309368,0.6268553966528737,340816000
2016-02-16,0.6583200097084045,0.6592957055985492,0.6346605183615387,0.6366117938352492,485352000
2016-02-17,0.674662172794342,0.6810039051619539,0.6639299834860968,0.6666130598898021,771468000
2016-02-18,0.732713520526886,0.7556413321713268,0.7292987586287678,0.7300305016288363,1068660000
2016-02-19,0.7424702048301697,0.7490558935028354,0.7232011032938128,0.728811095616465,525628000
2016-02-22,0.7688124179840088,0.777349378974014,0.7517385541572874,0.7532020398302357,449668000
2016-02-23,0.770763635635376,0.7780810047459082,0.7590558101665561,0.7627145237984624,369380000
2016-02-24,0.7761297821998596,0.7773493729689915,0.7463724536418478,0.767592879429091,336852000
2016-02-25,0.7778371572494507,0.7817397662684508,0.7639341598688095,0.7790567480099518,349616000
2016-02-26,0.7727147936820984,0.7834469217868729,0.7649095778859324,0.7814956469144672,361964000
2016-02-29,0.7676966786384583,0.7838535569551479,0.7672071116380522,0.7738167330648499,323344000
2016-03-01,0.8017238974571228,0.8017238974571228,0.7684308982904684,0.7696549322204139,348700000
2016-03-02,0.8063753247261047,0.8093129603769151,0.7958488747975923,0.7973176926229973,233812000
2016-03-03,0.7992760539054871,0.8088232520615292,0.7885047632002071,0.8053960497303775,302004000
2016-03-04,0.7968279719352722,0.8061303857603968,0.7907079182979652,0.8053959769893136,175304000
2016-03-07,0.7916871309280396,0.7978071847229721,0.7814054662332228,0.7924215397180379,239968000
2016-03-08,0.7772440314292908,0.7882601074099582,0.7747960210297171,0.7836088701412167,274940000
2016-03-09,0.7767543196678162,0.7853223252876144,0.7667174380437028,0.7840983494984264,222788000
2016-03-10,0.775530219078064,0.785811883306209,0.759862968454588,0.7814054307662229,286084000
2016-03-11,0.7887495160102844,0.788994357856673,0.7777335006079161,0.7870359149113639,277400000
2016-03-14,0.7907078266143799,0.793890244798349,0.7814053555027318,0.7850773989323693,190312000
2016-03-15,0.7867910265922546,0.7916870457554053,0.7728373778137906,0.7865462431436427,226216000
2016-03-16,0.8102920651435852,0.8129849169872231,0.7772439011079756,0.7809159452742265,363644000
2016-03-17,0.803437352180481,0.8112709461202039,0.7924212822745892,0.8073541783329122,353680000
2016-03-18,0.8276728987693787,0.8384441300313773,0.807843978874282,0.8129848402216104,545512000
2016-03-21,0.8301209211349487,0.8303657046049157,0.8115160350188462,0.820328881954385,337780000
2016-03-22,0.828652024269104,0.8345272355420558,0.8183703607675746,0.827428048671267,242012000
2016-03-23,0.8428506851196289,0.8489706810762485,0.8286521917775834,0.8323242360436861,429008000
2016-03-24,0.8440746068954468,0.8455434245077988,0.8325689662072888,0.8352617595864944,244956000
2016-03-28,0.8526425361633301,0.856314521249552,0.8416264641743633,0.8426056563063457,265388000
2016-03-29,0.8663511872291565,0.8683095710096523,0.847011899344931,0.8489702831254269,261812000
2016-03-30,0.8754091262817383,0.8874043917155944,0.8690442891794817,0.8695339144816387,376700000
2016-03-31,0.8722267746925354,0.8812844057391288,0.8653723701270577,0.879326021110467,379884000
2016-04-01,0.8849563002586365,0.8854459255156039,0.8602313629022398,0.8668409828629656,348292000
2016-04-04,0.8763882517814636,0.8969515790635922,0.8729610500228264,0.8923003433253546,393940000
2016-04-05,0.8751643896102905,0.883242828154334,0.8651275081180535,0.8685547686861023,339568000
2016-04-06,0.8763882517814636,0.8768778770463344,0.8477465453676126,0.8641482038112216,453376000
2016-04-07,0.8673307299613953,0.8785915871671908,0.8636587442963348,0.8707579321461609,378104000
2016-04-08,0.8729609847068787,0.8800602295079911,0.8643929225862053,0.8744298020264396,255936000
2016-04-11,0.8783467411994934,0.8927900160822355,0.8754091061843067,0.8781018993714574,387524000
2016-04-12,0.8773676753044128,0.8825084789559963,0.8602315464021396,0.8812844447350493,292764000
2016-04-13,0.8993995785713196,0.8996443620184336,0.8812842610863937,0.8812842610863937,350716000
2016-04-14,0.9018476009368896,0.9057644279720598,0.8932795381496331,0.8969515817342153,416564000
2016-04-15,0.9089470505714417,0.917025489907957,0.8986653845890132,0.9016030201168973,436972000
2016-04-18,0.9050301313400269,0.9072333577636382,0.8962172840107413,0.9072333577636382,307320000
2016-04-19,0.8888731002807617,0.9101707769232432,0.8832426726394546,0.9084571761235171,309152000
2016-04-20,0.892300546169281,0.8976861918465507,0.8864253334810014,0.8874045258681871,200172000
2016-04-21,0.8913213610649109,0.8967070067861856,0.8874045331189989,0.8925453369676023,178280000
2016-04-22,0.8878940343856812,0.9003788670007508,0.8849563992455903,0.8942588716124391,223540000
2016-04-25,0.892300546169281,0.897196566470375,0.8856909245993208,0.8881389347498677,191972000
2016-04-26,0.893034815788269,0.9079677162335377,0.8891179884851632,0.8976860518585295,214536000
2016-04-27,0.9133532643318176,0.9138428896110683,0.8891179511294166,0.8908315520590626,352396000
2016-04-28,0.886180579662323,0.913108752359122,0.8839774111635372,0.9077231061467279,381224000
2016-04-29,0.8697786331176758,0.8844666907056694,0.8602313781759342,0.8825083063733313,321904000
2016-05-02,0.8812843561172485,0.8866700010905648,0.87394032662554,0.8781019375009924,256076000
2016-05-03,0.8707577586174011,0.8749193687788653,0.8631689469541604,0.8712473838455755,224024000
2016-05-04,0.8509290218353271,0.8609658443473723,0.8421161750213857,0.8602314355824474,525764000
2016-05-05,0.8560699224472046,0.8661068044689695,0.8497050846688081,0.8580283654987222,246884000
2016-05-06,0.8648828864097595,0.8670861132516481,0.8528876180908163,0.8546012195127838,183240000
2016-05-09,0.8636587262153625,0.8707579139165649,0.8565594801490017,0.8670859283283787,333336000
2016-05-10,0.8803051710128784,0.8817739885961898,0.8607210922091493,0.8690443140277024,269676000
2016-05-11,0.8827530741691589,0.8925451123875061,0.8781018385058985,0.8829979159802237,328176000
2016-05-12,0.8707577586174011,0.8930346851092454,0.8550905100627452,0.8891178583792944,670540000
2016-05-13,1.0031955242156982,1.00368509122459,0.954724888425471,0.9593760668357715,2110256000
2016-05-16,1.0328162908554077,1.047749249926781,0.9924240997818475,0.9956065183734103,973032000
2016-05-17,1.0350197553634644,1.0423637277088205,1.0149459897101305,1.02816523331604,628392000
2016-05-18,1.061457872390747,1.0734531942426069,1.0281648747424712,1.0281648747424712,541072000
2016-05-19,1.0661091804504395,1.0736980509112968,1.05582757535919,1.057296276031966,398880000
2016-05-20,1.085204005241394,1.0896104587308253,1.071005510706785,1.0727191120531743,391084000
2016-05-23,1.0869174003601074,1.0940165879152701,1.080307779745214,1.0898550354623522,413636000
2016-05-24,1.1133018732070923,1.116738092323368,1.0872855714084522,1.0902308352032888,415788000
2016-05-25,1.1086387634277344,1.1214013791629331,1.0998029713416826,1.1167381809898858,458076000
2016-05-26,1.1204197406768799,1.1285191585149434,1.10741158830161,1.1106022716024673,309964000
2016-05-27,1.1265555620193481,1.128273613063408,1.1179651897655996,1.1216468280315417,277416000
2016-05-31,1.1466811895370483,1.1491356147336234,1.1307277768596156,1.131464151231962,412524000
2016-06-01,1.1488903760910034,1.1599349401101917,1.1378456950383617,1.1412817972265696,387132000
2016-06-02,1.1569902896881104,1.1668077621620725,1.1437365965181086,1.1550267015665152,329208000
2016-06-03,1.1407909393310547,1.1471723059494938,1.1206651627858013,1.1456997909145894,461076000
2016-06-06,1.1349003314971924,1.1525717962229909,1.129009804244112,1.14373600534337,322512000
2016-06-07,1.1371091604232788,1.148153839920615,1.1366183221893553,1.1417724747458624,193400000
2016-06-08,1.1334278583526611,1.141527275942764,1.1241012279074616,1.137354799048819,234616000
2016-06-09,1.162880301475525,1.164598352713647,1.1270465276135904,1.1295009534014582,472168000
2016-06-10,1.1339184045791626,1.159443863629102,1.1324457729390947,1.1491355591820553,400024000
2016-06-13,1.1483994722366333,1.1707342544946944,1.1351459011926943,1.1351459011926943,475588000
2016-06-14,1.1506085395812988,1.156008112542585,1.1329370715775409,1.145699804971003,298344000
2016-06-15,1.1623891592025757,1.1724520448280817,1.1474175403182791,1.1601802701978212,301036000
2016-06-16,1.1670525074005127,1.1690159773546238,1.1425088403905335,1.1537989389184675,246456000
2016-06-17,1.1466811895370483,1.1687705481724837,1.1420178752903039,1.1685251290595131,471000000
2016-06-20,1.1672979593276978,1.1822695790696138,1.1643526957970234,1.1650890701964116,293768000
2016-06-21,1.160180687904358,1.175397731375259,1.1584625194634182,1.1722070477566133,212508000
2016-06-22,1.1591979265213013,1.170242600369602,1.1572344575564288,1.1626340264681723,202620000
2016-06-23,1.190123438835144,1.191350651336914,1.169506713532424,1.1702430878468562,297880000
2016-06-24,1.1223831176757812,1.162389365192935,1.11182939196417,1.141281796736259,1017684000
2016-06-27,1.110356330871582,1.1216464267072939,1.0939119667144341,1.1130560575271728,449088000
2016-06-28,1.1265555620193481,1.1326913917290187,1.1110929855893605,1.1314642960071546,381920000
2016-06-29,1.144963026046753,1.1537988154448462,1.133427509638206,1.1363727727709039,318932000
2016-06-30,1.1537988185882568,1.1609164403171481,1.1375999883477104,1.1469264989154313,430940000
2016-07-01,1.145208716392517,1.162389344047084,1.141281775974391,1.1474177227819828,218488000
2016-07-05,1.1621438264846802,1.164107296527468,1.1297461611616373,1.1388272539970714,371084000
2016-07-06,1.1695069074630737,1.176379228392517,1.1481539213385399,1.1540444486970782,273104000
2016-07-07,1.1999406814575195,1.2041131563736145,1.1719609204184362,1.1773604905744968,395400000
2016-07-08,1.2480467557907104,1.2539372831053173,1.2080405113514687,1.2127038259699585,481932000
2016-07-11,1.276762843132019,1.2860893549135755,1.2644909507929791,1.2659635825550015,448776000
2016-07-12,1.2959073781967163,1.3076883192520974,1.274799688132002,1.2909986430041842,436760000
2016-07-13,1.295416235923767,1.3057246602647958,1.2934527655366297,1.2983615000212039,324604000
2016-07-14,1.3086698055267334,1.3204508619002582,1.2914892933711124,1.3022885560356894,316892000
2016-07-15,1.2934523820877075,1.299342908536312,1.272344818358111,1.2919797504755564,428616000
2016-07-18,1.3000798225402832,1.311369925914173,1.2951710870313524,1.309406455117298,252992000
2016-07-19,1.3135788440704346,1.3187329984509892,1.2968890508427378,1.2993434769478467,382652000
2016-07-20,1.3307586908340454,1.3378764293400573,1.312596391498166,1.3179959623727735,296460000
2016-07-21,1.3062152862548828,1.331986167367751,1.3017973908269345,1.327813691069115,361308000
2016-07-22,1.3418035507202148,1.3418035507202148,1.3013064710834628,1.3108785187279164,315768000
2016-07-25,1.3665928840637207,1.3697835671893395,1.3440126830260273,1.349903210960541,312528000
2016-07-26,1.389908790588379,1.3970264108886923,1.376655226148678,1.37861869550393,514508000
2016-07-27,1.375918984413147,1.4043897024212253,1.3675741510751687,1.4019352777158962,446676000
2016-07-28,1.3788646459579468,1.389172951820886,1.3746921695657408,1.3791100650927626,221916000
2016-07-29,1.401444673538208,1.4051261941773645,1.3592295446400253,1.384018629728273,409588000
2016-08-01,1.3923637866973877,1.4124896793849842,1.3832826925502468,1.4073355258906408,301120000
2016-08-02,1.375428318977356,1.3997265648505057,1.362174751598079,1.398990190533087,282748000
2016-08-03,1.3791099786758423,1.3818098230565317,1.3661018290781464,1.3737104069479014,299828000
2016-08-04,1.4046354293823242,1.4110167945748868,1.3830370255947326,1.3857367529222835,272712000
2016-08-05,1.428443431854248,1.4291796895126085,1.41396264460512,1.420834850883761,371588000
2016-08-08,1.4416961669921875,1.4515136322580677,1.4264790139066807,1.4480775311183514,305064000
2016-08-09,1.4453779458999634,1.4593678890727781,1.4416964250247,1.4488140476546676,372344000
2016-08-10,1.4360512495040894,1.4603494967969761,1.4313879353327152,1.4581406077825074,375740000
2016-08-11,1.4652589559555054,1.471394904854039,1.4407152773948628,1.4436605422288382,681064000
2016-08-12,1.5472344160079956,1.5555792521477612,1.4880841885574354,1.5192546437667935,1425744000
2016-08-15,1.5457618236541748,1.558524555853406,1.5248996742541585,1.5489525067039827,573304000
2016-08-16,1.5364351272583008,1.5460070582314935,1.5317718128165998,1.5435527499657475,287652000
2016-08-17,1.5008467435836792,1.5398713121185148,1.488820386662541,1.5364352101410468,595212000
2016-08-18,1.5241632461547852,1.5266175544387681,1.49274725747903,1.4986377846140941,331684000
2016-08-19,1.5280898809432983,1.539625396750386,1.5167997842122354,1.5234265673985747,291560000
2016-08-22,1.5344715118408203,1.536680517975942,1.5145911588253524,1.5327534609765245,244748000
2016-08-23,1.5468889474868774,1.5569703775990622,1.5424629108830736,1.5500855099369955,339764000
2016-08-24,1.5230376720428467,1.5530362083902245,1.5159069329659607,1.552298594243971,298448000
2016-08-25,1.512956142425537,1.5242670460016414,1.4940227575094571,1.5235294319038766,406032000
2016-08-26,1.525250792503357,1.5338568773674361,1.5048419429695545,1.5168905790283782,300024000
2016-08-29,1.5242670774459839,1.5375450694724764,1.5218082464869427,1.5313979334503216,274652000
2016-08-30,1.5154151916503906,1.5304144012138627,1.5112350264036314,1.5223000593517733,285544000
2016-08-31,1.5082842111587524,1.5225458054012815,1.5038582921431158,1.5183657577477245,388544000
2016-09-01,1.5527905225753784,1.5584459167865,1.5082845141243157,1.5095139884307762,428492000
2016-09-02,1.5375453233718872,1.557708303361296,1.5200872806573953,1.5559870862310063,323148000
2016-09-06,1.5520529747009277,1.5520529747009277,1.5350866728113133,1.5429551451547348,306812000
2016-09-07,1.5291850566864014,1.5547575586012283,1.5203330999269487,1.547134958857589,397988000
2016-09-08,1.5402500629425049,1.54270901142826,1.5102516418106435,1.527709683613212,315808000
2016-09-09,1.463532567024231,1.53188973525855,1.4507463172467168,1.523283650696419,697760000
2016-09-12,1.4937770366668701,1.4967277280850693,1.40943704608381,1.4441074943739665,598260000
2016-09-13,1.4721391201019287,1.5073013181806365,1.4637789042595915,1.4900890263293682,471768000
2016-09-14,1.4851707220077515,1.4900885011965546,1.4632866456547649,1.47558103500222,319048000
2016-09-15,1.541479468345642,1.5432006853091573,1.4841872140267625,1.4876297652029047,515212000
2016-09-16,1.5451678037643433,1.555249234354075,1.5274637737596153,1.5468890207613921,902444000
2016-09-19,1.5655765533447266,1.6046729162375801,1.554265649267285,1.5613963881914759,417128000
2016-09-20,1.5513144731521606,1.583525958425131,1.542708391409063,1.583525958425131,331112000
2016-09-21,1.5948379039764404,1.5977885960072369,1.555741527691257,1.5559873991522988,336212000
2016-09-22,1.5987716913223267,1.6090991109074535,1.5896738632403529,1.6041813311404325,308732000
2016-09-23,1.597050666809082,1.6054108816960255,1.5899199263244006,1.6007390900158682,276132000
2016-09-26,1.582051396369934,1.5884445223286456,1.5621344042289305,1.5788548333905783,230040000
2016-09-27,1.6361467838287354,1.6386057322508805,1.5751663402983718,1.5759039544755469,402752000
2016-09-28,1.6420483589172363,1.643277833272573,1.6211477638730247,1.638605924521596,319788000
2016-09-29,1.6572933197021484,1.662457088162822,1.6240983353070713,1.6393434175386772,336684000
2016-09-30,1.6848323345184326,1.7013068842400376,1.6565550243104843,1.6663905798830565,429932000
2016-10-03,1.6831116676330566,1.7091760291991558,1.680161093591739,1.6848330019267417,242596000
2016-10-04,1.6794233322143555,1.713847789741322,1.6668829530780558,1.6855705860850212,281624000
2016-10-05,1.6777021884918213,1.7108972904940936,1.6725385372245667,1.6936850023541241,305440000
2016-10-06,1.6558181047439575,1.6678666243355267,1.6292619997629019,1.6575393218284673,360212000
2016-10-07,1.6437692642211914,1.6713088514099954,1.6390973563566766,1.66688281492007,286260000
2016-10-10,1.6499167680740356,1.6612276737661165,1.6344256966319828,1.6523755994423366,287876000
2016-10-11,1.6260654926300049,1.646966087013352,1.613525112550172,1.6445072556295535,388540000
2016-10-12,1.6334419250488281,1.6420480092050638,1.6059023384997706,1.6194262017808703,419920000
2016-10-13,1.606885552406311,1.6179505828795033,1.5663138521706612,1.614262278471467,390116000
2016-10-14,1.622623085975647,1.6376222976947075,1.6130333971923643,1.6265572631563714,330636000
2016-10-17,1.6132792234420776,1.6376222518452201,1.6110662634960184,1.6223771691353308,195328000
2016-10-18,1.6378681659698486,1.6472119833175494,1.6290162087056395,1.6356552059660778,269372000
2016-10-19,1.6344258785247803,1.6420484793881556,1.6184430624801882,1.6268033949105414,199060000
2016-10-20,1.665407657623291,1.6708172974719975,1.6302455848522943,1.6536050095655008,312084000
2016-10-21,1.660735845565796,1.6636864196062466,1.644998903520843,1.6595063713202896,279508000
2016-10-24,1.7386828660964966,1.740649954719726,1.671800914913672,1.6720469035845629,339836000
2016-10-25,1.7672061920166016,1.7777794853786575,1.7273722021272921,1.7357324178849567,397460000
2016-10-26,1.774336814880371,1.7937620643330958,1.7507313994793228,1.7524526166935432,333792000
2016-10-27,1.7379450798034668,1.7913030458653922,1.7308143398005924,1.7878606115709617,388664000
2016-10-28,1.7349942922592163,1.7728611820911393,1.7317977297718334,1.7463051966569478,290856000
2016-10-31,1.7497477531433105,1.7613045297346759,1.739666204958014,1.740649807811178,252388000
2016-11-01,1.6978651285171509,1.7657305593778387,1.6791774951283596,1.7561408712834512,473224000
2016-11-02,1.6907342672348022,1.734010799245971,1.6877835759444084,1.7108972462197485,295848000
2016-11-03,1.67106294631958,1.7000778784196127,1.6386055805465407,1.6986025329527379,309664000
2016-11-04,1.6614735126495361,1.6899967063577874,1.6371304846094172,1.6599981669577906,328780000
2016-11-07,1.7524522542953491,1.763517286812363,1.708929855594617,1.7101593297074198,487580000
2016-11-08,1.7497477531433105,1.7647469638470723,1.7335190681853736,1.7590914526273365,429884000
2016-11-09,1.7202410697937012,1.7433547417372006,1.689750903590076,1.702291166605629,456532000
2016-11-10,1.6663908958435059,1.758107592059453,1.6415561309012603,1.7578617207108802,869280000
2016-11-11,2.1630871295928955,2.182758245506012,1.9302300663356309,1.9550649498376755,2175344000
2016-11-14,2.0566177368164062,2.1684973252303106,2.05612599396707,2.166038376485371,1348796000
2016-11-15,2.119318962097168,2.1503008638925385,2.0637478138564394,2.072599886297201,626092000
2016-11-16,2.2530829906463623,2.275950555332797,2.1232535101094805,2.147596537710146,987984000
2016-11-17,2.27177095413208,2.330784320309661,2.2289860408799753,2.269803748126852,832988000
2016-11-18,2.295621871948242,2.319472921860028,2.257263119773255,2.2717705875382217,576060000
2016-11-21,2.286278247833252,2.3199650945225194,2.2720165330168665,2.3135719686216496,436436000
2016-11-22,2.302752733230591,2.3049656932976035,2.27152483462256,2.294146647137621,330368000
2016-11-23,2.3140804767608643,2.3456012477045203,2.2845296218984457,2.307923901883703,443236000
2016-11-25,2.3187592029571533,2.3419073590922155,2.30028971458301,2.3251618994317003,195564000
2016-11-28,2.317528247833252,2.333042395020517,2.3049689750012723,2.311618029424007,278736000
2016-11-29,2.29634952545166,2.3256542544322825,2.278619108770835,2.314818777991895,444568000
2016-11-30,2.270493268966675,2.3187597432639944,2.268030638629718,2.3049691542866495,440500000
2016-12-01,2.1581995487213135,2.269754152848574,2.0875237576861414,2.2680303587952606,1035524000
2016-12-02,2.1781466007232666,2.186765571482453,2.0961428477584234,2.123969911144943,478292000
2016-12-05,2.2626118659973145,2.2805886365220336,2.1916897416438545,2.2160692072122785,602284000
2016-12-06,2.2997982501983643,2.3081711011471087,2.2549793551038584,2.2707398637518805,498796000
2016-12-07,2.3411693572998047,2.3468332198934614,2.2680309181923355,2.2862540561429436,480804000
2016-12-08,2.302013397216797,2.3793382301578827,2.2914245124757384,2.344123518674057,381544000
2016-12-09,2.2611351013183594,2.321468125865324,2.233800519541448,2.3197443318739626,382312000
2016-12-12,2.2062196731567383,2.215085000418731,2.1557369314262704,2.2126223703710672,601332000
2016-12-13,2.245128870010376,2.272709816442255,2.21754815842788,2.218533116741717,387796000
2016-12-14,2.375153064727783,2.3914060516215154,2.254979222698998,2.2788662238684814,983980000
2016-12-15,2.4308061599731445,2.4610958470627207,2.378845754711902,2.3862334088059267,746548000
2016-12-16,2.472670793533325,2.47981209323245,2.40667365790624,2.4583877244363315,1089528000
2016-12-19,2.502713918685913,2.5229069704859555,2.4379481038945188,2.455186281152522,744656000
2016-12-20,2.5898892879486084,2.613529930323809,2.5640321371965746,2.5753600966749115,848056000
2016-12-21,2.6061418056488037,2.6090969147712464,2.553935269234529,2.6014629024423797,576136000
2016-12-22,2.637662649154663,2.681003855508447,2.623379583475497,2.63052111631508,718612000
2016-12-23,2.703413724899292,2.7048913970927235,2.616977416763169,2.619686169318643,647692000
2016-12-27,2.8890914916992188,2.8900764497647153,2.7388743487927236,2.7595601121134252,1194272000
2016-12-28,2.690361499786377,2.953364300753483,2.67657114879954,2.9452378103720536,2295764000
2016-12-29,2.7440450191497803,2.7455226907140657,2.5315249890123668,2.5832390316263503,2175368000
2016-12-30,2.6285505294799805,2.7561119671609218,2.61771528840081,2.7420752607417582,1212932000
2017-01-03,2.512071132659912,2.619439299024829,2.447305333164635,2.570926479918963,1501996000
2017-01-04,2.570680618286133,2.5980152003329158,2.5002509511805253,2.54630114523219,1199220000
2017-01-05,2.505422592163086,2.6058956037564642,2.4884307724103305,2.574128472361669,984296000
2017-01-06,2.5389137268066406,2.5672332695407025,2.4921246924336034,2.532757151310535,822856000
2017-01-09,2.6418495178222656,2.6595801760163793,2.5487643842759837,2.5487643842759837,916248000
2017-01-10,2.621901512145996,2.6888833389568987,2.6012157545785337,2.6548999466556698,880920000
2017-01-11,2.589642286300659,2.6152530736855737,2.564770334857432,2.6103280487227205,525664000
2017-01-12,2.547286033630371,2.578314559782131,2.502467155788635,2.566740481063856,625616000
2017-01-13,2.5470399856567383,2.585702289869403,2.537928301725628,2.5512261747920557,457820000
2017-01-17,2.489907741546631,2.541375430500291,2.4766098708832414,2.536450406293133,580612000
2017-01-18,2.535219430923462,2.54211460664612,2.440656651963803,2.46848371177995,654424000
2017-01-19,2.589642286300659,2.621655770531802,2.5359583164740607,2.53817458944981,644872000
2017-01-20,2.5613224506378174,2.6300283140341216,2.539405610647343,2.6122976625805587,492024000
2017-01-23,2.587918996810913,2.607865927179631,2.5536892329314593,2.556151863317594,369904000
2017-01-24,2.643079996109009,2.649236570552918,2.5832394546401636,2.5980149984562435,428052000
2017-01-25,2.6544086933135986,2.6915935678797105,2.6184551339800644,2.685436991716824,522760000
2017-01-26,2.700211524963379,2.7075991787333167,2.6275655974860332,2.6571164474150635,458800000
2017-01-27,2.7524189949035645,2.7553741043958935,2.68051187857206,2.707107629153663,471996000
2017-01-30,2.7093231678009033,2.7337026383639658,2.6573629959217113,2.731486365558105,496004000
2017-01-31,2.688638210296631,2.7100625766987254,2.6645048566929908,2.6829743486286928,362756000
2017-02-01,2.806102991104126,2.810289180613092,2.705383623792411,2.723114044513781,590004000
2017-02-02,2.8415634632110596,2.8501826677664237,2.759559955115388,2.7900957670524495,483240000
2017-02-03,2.8166916370391846,2.854122861250694,2.804871435853435,2.843041261180146,372744000
2017-02-06,2.8888440132141113,2.8893364920556635,2.8073327762818243,2.8073327762818243,506768000
2017-02-07,2.933663845062256,2.977743886411275,2.9033741552304027,2.9230747244975848,746224000
2017-02-08,2.920858383178711,2.9380963221716416,2.8659428656237522,2.9156870014808316,449580000
2017-02-09,2.865943670272827,2.931940805666839,2.846735809916035,2.9270155446578565,842568000
2017-02-10,2.79797625541687,2.972326277566185,2.7728579463061993,2.9533645434013907,1651092000
2017-02-13,2.668937921524048,2.8068419416065353,2.66450513965502,2.7923127504484273,1180724000
2017-02-14,2.67878794670105,2.71252522972729,2.6174697214459646,2.6593334964464277,850632000
2017-02-15,2.684204578399658,2.7039051443628312,2.6536687716115215,2.681742183791215,373020000
2017-02-16,2.64111065864563,2.695040994400338,2.601955635093918,2.693809679241863,647176000
2017-02-17,2.6406173706054688,2.6450501511821183,2.580530706971194,2.627565855492,563740000
2017-02-21,2.735180139541626,2.7391202059340043,2.6649966060713837,2.6652429629674677,551952000
2017-02-22,2.7309889793395996,2.7566320904268933,2.712003078738976,2.7472624740568654,433772000
2017-02-23,2.4777631759643555,2.6232384155874513,2.457791310962338,2.6012939132964576,1592888000
2017-02-24,2.5016798973083496,2.5149945501322906,2.3596566203254294,2.393436470411494,1029904000
2017-02-27,2.574418067932129,2.5894586932048127,2.5041461823265454,2.5199265760139045,715400000
2017-02-28,2.502173662185669,2.593897190094921,2.484913966005899,2.584034237825653,625360000
2017-03-01,2.5344738960266113,2.573431658964486,2.49305039533611,2.559130568115802,504804000
2017-03-02,2.4410240650177,2.535706406097082,2.4383118949610023,2.5216519850706587,754332000
2017-03-03,2.4269704818725586,2.4353536619232425,2.3724787533873726,2.430422421036791,864692000
2017-03-06,2.408231496810913,2.4188339832537116,2.3465894509447156,2.3907251313297557,883568000
2017-03-07,2.4346139430999756,2.454092944619974,2.3954097424865046,2.408231298256555,603400000
2017-03-08,2.43017578125,2.4977354987385874,2.4279567110681763,2.482941305616891,638712000
2017-03-09,2.429682731628418,2.452120336925712,2.4015738816805245,2.414149004884137,478060000
2017-03-10,2.4439828395843506,2.467899974460651,2.425736947618883,2.4560648584914526,499740000
2017-03-13,2.511296272277832,2.5211589871481515,2.453599284470912,2.454339052751245,774136000
2017-03-14,2.509570837020874,2.533487743432355,2.4772702802245923,2.524118362185828,522016000
2017-03-15,2.5285556316375732,2.539404546022996,2.473570821236236,2.5211586552450416,615036000
